LHIPA Result
0
0.001339
0.001802
0.009885
0.030792
0.04428
0.055944
0.059783
0.068301
0.056769
0.06968
0.053009
0.063444
0.061224
0.060647
0.057887
0.069919
0.064815
0.058015
0.079787
0.086806
0.087814
0.083045
0.072148
0.086179
0.072086
0.068768
0.107004
0.069444
0.078073
0.086716
0.082692
0.051213
0.074138
0.063514
0.068724
0.081494
0.067873
0.061972
0.066456
0.079339
0.064748
0.061453
0.065123
0.088288
0.099048
0.057971
0.085714
0.05663
0.070122
0.059289
0.071429
0.074875
0.057951
0.06087
0.05548
0.069291
0.05305
0.065997
0.080279
0.064567
0.088123
0.079174
0.091589
0.058741
0.056886
0.049716
0.082051
0.074468
0.079585
0.091085
0.056575
0.078947
0.055794
0.047361
0.046283
0.053973
0.058735
0.047222
0.045584
0.080074
0.049088
0.046543
0.069686
0.047945
0.063107
0.068333
0.060694
0.045643
0.042641
0.08377
0.050066
0.050798
0.070261
0.076493
0.042818
0.079585
0.052186
0.043847
0.048295
